prediction,ground_truth,diff_ops,error_ngrams
"39Se haben othe Ententris aonommer ,dess been gie die Gevomenen","3.) Sie haben die Erkenntnis gewonnen, dass wenn sie die gewonnenen","[('replace', 1, 2, 1, 4), ('insert', 3, 3, 5, 6), ('replace', 11, 14, 14, 16), ('insert', 17, 17, 19, 23), ('delete', 19, 20, 25, 25), ('delete', 21, 23, 26, 26), ('replace', 26, 27, 29, 32), ('replace', 29, 32, 34, 35), ('replace', 33, 34, 36, 38), ('delete', 35, 36, 39, 39), ('replace', 37, 38, 40, 41), ('replace', 41, 43, 44, 45), ('insert', 45, 45, 47, 48), ('replace', 46, 47, 49, 50), ('replace', 54, 55, 57, 58), ('replace', 56, 57, 59, 60), ('replace', 58, 59, 61, 63)]","[(('be', 'neutral'), 1), (('en', 'german-dominant'), 4), (('rk', 'german-dominant'), 1), (('ke', 'neutral'), 1), (('nn', 'german-dominant'), 3), (('ni', 'neutral'), 1), (('is', 'neutral'), 1), (('ge', 'german-dominant'), 2), (('ew', 'neutral'), 2), (('wo', 'neutral'), 1), (('on', 'neutral'), 1), (('ne', 'neutral'), 1), (('as', 'neutral'), 1), (('ss', 'neutral'), 1), (('we', 'neutral'), 1), (('di', 'neutral'), 1), (('ie', 'german-dominant'), 1)]"
' Hourld Damn adant late had  ' but,Hoover Damm gebaut Lake Mead,"[('delete', 0, 2, 0, 0), ('replace', 4, 5, 2, 5), ('delete', 6, 8, 6, 6), ('replace', 12, 13, 10, 11), ('insert', 14, 14, 12, 26), ('delete', 16, 35, 28, 28)]","[(('oo', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('eb', 'neutral'), 1), (('au', 'german-dominant'), 1), (('ut', 'neutral'), 1), (('ak', 'neutral'), 1), (('ke', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('ad', 'english-dominant'), 1)]"
 HDrwan Grpen nteraen Thedabder erbre ,7. Nur wenn Gruppen interessieren. Innerhalb der Gruppe,"[('insert', 0, 0, 0, 2), ('replace', 1, 3, 3, 5), ('insert', 4, 4, 6, 7), ('replace', 5, 6, 8, 10), ('insert', 10, 10, 14, 16), ('insert', 14, 14, 20, 21), ('replace', 18, 19, 25, 31), ('insert', 21, 21, 33, 34), ('replace', 22, 23, 35, 40), ('delete', 24, 26, 41, 41), ('insert', 27, 27, 42, 43), ('insert', 28, 28, 44, 45), ('insert', 32, 32, 49, 54), ('delete', 33, 38, 55, 55)]","[(('ur', 'neutral'), 1), (('nn', 'german-dominant'), 2), (('ru', 'german-dominant'), 1), (('en', 'german-dominant'), 2), (('in', 'neutral'), 1), (('nt', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1), (('ss', 'neutral'), 1), (('si', 'neutral'), 1), (('ne', 'neutral'), 1)]"
"verfasson nan Risberidte  """,verfassen nun Reiseberichte,"[('replace', 7, 8, 7, 8), ('replace', 11, 12, 11, 12), ('insert', 15, 15, 15, 16), ('insert', 17, 17, 18, 19), ('replace', 21, 22, 23, 25), ('delete', 24, 27, 27, 27)]","[(('se', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nu', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('is', 'neutral'), 1), (('er', 'neutral'), 1), (('ri', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('te', 'neutral'), 1)]"
"- 2u testende susteme , Tailsusteme , Klassen","- zu testende Systeme, Teilsysteme, Klassen","[('replace', 2, 3, 2, 3), ('replace', 14, 16, 14, 16), ('delete', 21, 22, 21, 21), ('replace', 25, 26, 24, 25), ('replace', 29, 30, 28, 29), ('delete', 35, 36, 34, 34)]","[(('zu', 'german-dominant'), 1), (('ys', 'neutral'), 2), (('ei', 'german-dominant'), 1), (('il', 'neutral'), 1), (('st', 'neutral'), 1)]"
Studensten retimen an CompusTouron tel .,Studenten nehmen an Campus-Touren teil.,"[('delete', 6, 7, 6, 6), ('replace', 11, 12, 10, 11), ('replace', 13, 15, 12, 13), ('replace', 23, 24, 21, 22), ('insert', 28, 28, 26, 27), ('replace', 32, 33, 31, 32), ('insert', 37, 37, 36, 37), ('delete', 38, 39, 38, 38)]","[(('nt', 'neutral'), 1), (('te', 'neutral'), 1), (('ne', 'neutral'), 1), (('eh', 'neutral'), 1), (('hm', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 2), (('mp', 'neutral'), 1), (('pu', 'neutral'), 1), (('il', 'neutral'), 1)]"
y ahehe ee gten ta Sentadet,"- ""Fertige"" Prozesse geben den Speicher wieder frei","[('replace', 0, 1, 0, 1), ('replace', 2, 4, 2, 4), ('replace', 5, 6, 5, 9), ('insert', 7, 7, 10, 11), ('insert', 8, 8, 12, 16), ('insert', 9, 9, 17, 19), ('replace', 12, 13, 22, 24), ('replace', 16, 18, 27, 30), ('insert', 20, 20, 32, 33), ('replace', 21, 24, 34, 43), ('replace', 26, 27, 45, 51)]","[(('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('ti', 'neutral'), 1), (('ig', 'neutral'), 1), (('ge', 'german-dominant'), 2), (('ze', 'german-dominant'), 1), (('es', 'neutral'), 1), (('ss', 'neutral'), 1), (('eb', 'neutral'), 1), (('be', 'neutral'), 1)]"
Duch die Biseferichte lan # aber auch tan,Durch die Reiseberichte kam es aber auch zu,"[('insert', 2, 2, 2, 3), ('replace', 9, 10, 10, 12), ('replace', 13, 14, 15, 16), ('replace', 22, 23, 24, 25), ('replace', 24, 25, 26, 27), ('replace', 26, 27, 28, 30), ('replace', 38, 41, 41, 43)]","[(('ur', 'neutral'), 1), (('is', 'neutral'), 1), (('se', 'neutral'), 1), (('te', 'neutral'), 1), (('ka', 'german-dominant'), 1), (('am', 'neutral'), 1), (('uc', 'neutral'), 1), (('ch', 'german-dominant'), 1)]"
Hman der Organisationbertons  R,findet man in der Organisationsberatung,"[('replace', 0, 1, 0, 7), ('insert', 3, 3, 9, 12), ('insert', 21, 21, 30, 31), ('insert', 24, 24, 34, 35), ('replace', 25, 26, 36, 37), ('replace', 27, 31, 38, 39)]","[(('fi', 'neutral'), 1), (('nd', 'neutral'), 1), (('ga', 'neutral'), 1), (('is', 'neutral'), 1), (('sa', 'neutral'), 1), (('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('ns', 'neutral'), 1), (('sb', 'neutral'), 1)]"
 t Autedielistel lentarleadispucollendent,- Auch die Einheit Deutschlands zu vollenden,"[('replace', 0, 2, 0, 1), ('replace', 5, 7, 4, 7), ('insert', 10, 10, 10, 26), ('replace', 11, 12, 27, 30), ('delete', 13, 16, 31, 31), ('replace', 17, 30, 32, 33), ('replace', 31, 32, 34, 36), ('delete', 40, 41, 44, 44)]","[(('ch', 'german-dominant'), 2), (('in', 'neutral'), 1), (('nh', 'neutral'), 1), (('he', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('eu', 'german-dominant'), 1), (('ut', 'neutral'), 1), (('ts', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('hl', 'german-dominant'), 1), (('la', 'neutral'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 2), (('ds', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Bete t,Begriffe,"[('replace', 2, 3, 2, 7), ('delete', 4, 6, 8, 8)]","[(('eg', 'neutral'), 1), (('gr', 'neutral'), 1), (('ri', 'neutral'), 1), (('if', 'neutral'), 1), (('ff', 'neutral'), 1)]"
"charlod aut to stelen , auch ween mur t aelen besuet snd !. ""","char (20) auf 20 Stellen, auch wenn nur 7 Stellen benutzt sind!","[('replace', 4, 7, 4, 9), ('replace', 10, 11, 12, 13), ('replace', 12, 14, 14, 16), ('replace', 15, 16, 17, 18), ('insert', 19, 19, 21, 22), ('delete', 21, 22, 24, 24), ('replace', 31, 32, 33, 34), ('replace', 34, 35, 36, 37), ('insert', 38, 38, 40, 43), ('delete', 39, 41, 44, 44), ('insert', 42, 42, 45, 46), ('replace', 48, 49, 52, 53), ('replace', 50, 51, 54, 56), ('insert', 54, 54, 59, 60), ('delete', 56, 57, 62, 62), ('delete', 58, 61, 63, 63)]","[(('au', 'german-dominant'), 1), (('uf', 'german-dominant'), 1), (('te', 'neutral'), 1), (('ll', 'neutral'), 1), (('le', 'neutral'), 1), (('we', 'neutral'), 1), (('nn', 'german-dominant'), 1), (('ur', 'neutral'), 1), (('en', 'german-dominant'), 1), (('be', 'neutral'), 1), (('ut', 'neutral'), 1), (('zt', 'german-dominant'), 1), (('si', 'neutral'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1)]"
Fachschaftes orgnsiever studentische Anyelogenticnton,Fachschaften organisieren studentische Angelegenheiten.,"[('replace', 11, 12, 11, 12), ('insert', 16, 16, 16, 17), ('insert', 17, 17, 18, 19), ('replace', 20, 21, 22, 23), ('replace', 22, 23, 24, 25), ('replace', 39, 40, 41, 42), ('replace', 42, 43, 44, 45), ('insert', 46, 46, 48, 51), ('replace', 47, 49, 52, 53), ('replace', 50, 53, 54, 55)]","[(('en', 'german-dominant'), 3), (('ga', 'neutral'), 1), (('an', 'neutral'), 1), (('si', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('ge', 'german-dominant'), 2), (('el', 'neutral'), 1), (('nh', 'neutral'), 1), (('he', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('te', 'neutral'), 1)]"
Sparen ist eine kluge Entscheidiing .,Sparen ist eine kluge Entscheidung.,"[('replace', 31, 33, 31, 32), ('delete', 35, 36, 34, 34)]","[(('du', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1)]"
Lloud-Computing biebet flescible Ressourcen .,Cloud-Computing bietet flexible Ressourcen.,"[('replace', 0, 1, 0, 1), ('replace', 19, 20, 19, 20), ('replace', 26, 28, 26, 27), ('delete', 43, 44, 42, 42)]","[(('et', 'neutral'), 1), (('te', 'neutral'), 1), (('ex', 'neutral'), 1), (('xi', 'neutral'), 1), (('ib', 'neutral'), 1)]"
 Daherue t Dena t,"Aufgaben rechnen zu den Zahlensystemen ,","[('insert', 0, 0, 0, 8), ('replace', 1, 2, 9, 25), ('replace', 4, 12, 27, 28), ('replace', 14, 15, 30, 38), ('replace', 16, 17, 39, 40)]","[(('uf', 'german-dominant'), 1), (('ga', 'neutral'), 1), (('ab', 'neutral'), 1), (('be', 'neutral'), 1), (('en', 'german-dominant'), 2), (('re', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('ch', 'german-dominant'), 1), (('ne', 'neutral'), 1)]"
I Sollsretting facd Matigetien SaualitatleHonteth LSDDTD,Auswertung nach Kategorie (qualitativ): Kontext,"[('replace', 0, 6, 0, 2), ('insert', 7, 7, 3, 5), ('delete', 8, 9, 6, 6), ('replace', 10, 12, 7, 8), ('replace', 15, 16, 11, 12), ('replace', 18, 19, 14, 15), ('replace', 20, 21, 16, 17), ('replace', 23, 24, 19, 20), ('replace', 25, 27, 21, 23), ('delete', 29, 30, 25, 25), ('replace', 31, 33, 26, 28), ('replace', 40, 43, 35, 41), ('insert', 47, 47, 45, 46), ('delete', 48, 56, 47, 47)]","[(('us', 'neutral'), 1), (('sw', 'neutral'), 1), (('we', 'neutral'), 1), (('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('tu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('na', 'neutral'), 1), (('at', 'neutral'), 1), (('te', 'neutral'), 1), (('eg', 'neutral'), 1), (('go', 'english-dominant'), 1), (('ri', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('ua', 'neutral'), 1), (('al', 'neutral'), 1), (('li', 'neutral'), 1), (('it', 'neutral'), 1), (('ta', 'neutral'), 1), (('on', 'neutral'), 1), (('nt', 'neutral'), 1)]"
I elhden on Apeesene t t TTTT,- Arten von Hypothesen:,"[('replace', 0, 1, 0, 1), ('replace', 2, 6, 2, 5), ('insert', 9, 9, 8, 9), ('replace', 12, 13, 12, 14), ('replace', 14, 15, 15, 18), ('replace', 19, 29, 22, 23)]","[(('rt', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 2), (('vo', 'german-dominant'), 1), (('yp', 'neutral'), 1), (('po', 'neutral'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1)]"
Standardtypen,Standardtypen,[],[]
 tad dutlintdve cids lypicadelll t,"wird deutlich, dass sie das lyrische Ich eher","[('replace', 0, 3, 0, 3), ('insert', 6, 6, 6, 7), ('replace', 10, 12, 11, 15), ('replace', 13, 14, 16, 22), ('delete', 16, 18, 24, 24), ('insert', 19, 19, 25, 26), ('replace', 23, 24, 30, 31), ('insert', 25, 25, 32, 33), ('replace', 26, 28, 34, 35), ('delete', 29, 32, 36, 36), ('replace', 33, 34, 37, 45)]","[(('wi', 'neutral'), 1), (('ir', 'neutral'), 1), (('rd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('da', 'neutral'), 2), (('as', 'neutral'), 2), (('ss', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('yr', 'english-dominant'), 1), (('ri', 'neutral'), 1), (('is', 'neutral'), 1), (('sc', 'german-dominant'), 1)]"
' 2Ot8 sail es ca iola . Teider. ,"2018 sind es ca. 42,1Mio. Besucher","[('delete', 0, 2, 0, 0), ('replace', 3, 5, 1, 3), ('delete', 8, 9, 6, 6), ('replace', 10, 11, 7, 9), ('insert', 17, 17, 15, 16), ('insert', 18, 18, 17, 22), ('delete', 20, 23, 24, 24), ('replace', 25, 26, 26, 27), ('replace', 27, 29, 28, 32), ('delete', 31, 33, 34, 34)]","[(('nd', 'neutral'), 1), (('es', 'neutral'), 2), (('io', 'neutral'), 1), (('su', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 1)]"
 thoukpus in Induerie wad liapliaargecet ,- Wachstum in Industrie und Dienstleistungen,"[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 7), ('delete', 2, 4, 8, 8), ('replace', 5, 9, 9, 10), ('replace', 17, 18, 18, 20), ('replace', 22, 24, 24, 26), ('insert', 26, 26, 28, 34), ('insert', 27, 27, 35, 36), ('replace', 28, 35, 37, 41), ('replace', 37, 41, 43, 44)]","[(('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('hs', 'neutral'), 1), (('st', 'neutral'), 3), (('tu', 'neutral'), 2), (('um', 'neutral'), 1), (('du', 'neutral'), 1), (('us', 'neutral'), 1), (('ie', 'german-dominant'), 2), (('nd', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ns', 'neutral'), 1), (('tl', 'neutral'), 1), (('le', 'neutral'), 1), (('is', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1)]"
- abarsttenate Verantwortunesbereich,- abgegrenzte Verantwortungsbereich,"[('replace', 4, 5, 4, 7), ('delete', 6, 9, 8, 8), ('replace', 11, 12, 10, 11), ('replace', 27, 28, 26, 27)]","[(('bg', 'german-dominant'), 1), (('ge', 'german-dominant'), 1), (('eg', 'neutral'), 1), (('gr', 'neutral'), 1), (('re', 'neutral'), 1), (('en', 'german-dominant'), 1), (('zt', 'german-dominant'), 1), (('te', 'neutral'), 1), (('gs', 'neutral'), 1), (('sb', 'neutral'), 1)]"
 Fatalng der Contrelected Drittariabren miss glect ,- Verteilung der kontrolierten Drittvariablen muss gleich,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 5), ('replace', 4, 5, 6, 8), ('insert', 6, 6, 9, 10), ('replace', 13, 14, 17, 18), ('insert', 18, 18, 22, 25), ('replace', 19, 22, 26, 27), ('replace', 24, 25, 29, 30), ('insert', 31, 31, 36, 37), ('replace', 36, 37, 42, 43), ('replace', 41, 42, 47, 48), ('insert', 48, 48, 54, 55), ('replace', 49, 51, 56, 57)]","[(('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('te', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ko', 'german-dominant'), 1), (('on', 'neutral'), 1), (('nt', 'neutral'), 1), (('tr', 'neutral'), 1), (('ro', 'neutral'), 1), (('li', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('tv', 'german-dominant'), 1), (('va', 'neutral'), 1), (('ab', 'neutral'), 1), (('bl', 'neutral'), 1), (('us', 'neutral'), 1), (('ss', 'neutral'), 1)]"
Digit ale Mallenfor organiesieon lheas Bcitalan .,Digitale Kalender organisieren den Zeitplan.,"[('delete', 5, 6, 5, 5), ('replace', 10, 11, 9, 10), ('delete', 12, 13, 11, 11), ('replace', 16, 18, 14, 16), ('delete', 26, 27, 24, 24), ('replace', 30, 31, 27, 29), ('replace', 33, 35, 31, 32), ('replace', 36, 38, 33, 34), ('replace', 39, 41, 35, 37), ('replace', 43, 44, 39, 40), ('delete', 47, 48, 43, 43)]","[(('ta', 'neutral'), 1), (('al', 'neutral'), 2), (('le', 'neutral'), 1), (('en', 'german-dominant'), 2), (('er', 'neutral'), 2), (('ie', 'german-dominant'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('tp', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('la', 'neutral'), 1)]"
2) K Charegel :.,3.) Klimaregel:,"[('replace', 0, 1, 0, 2), ('replace', 4, 7, 5, 8), ('delete', 13, 14, 14, 14), ('delete', 15, 16, 15, 15)]","[(('li', 'neutral'), 1), (('im', 'neutral'), 1), (('el', 'neutral'), 1)]"
 Hch gehe margen mit meinen Freunden inskino .,Ich gehe morgen mit meinen Freunden ins Kino.,"[('replace', 0, 2, 0, 1), ('replace', 11, 12, 10, 11), ('replace', 40, 41, 39, 41), ('delete', 44, 45, 44, 44)]","[(('ch', 'german-dominant'), 1), (('or', 'neutral'), 1), (('rg', 'neutral'), 1)]"
"- An betaten Taa hat or "" aecent and har snfricter",- Am letzten Tag hat er geruht und war zufrieden,"[('replace', 3, 4, 3, 4), ('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 9), ('replace', 15, 16, 15, 16), ('replace', 21, 22, 21, 22), ('replace', 24, 27, 24, 25), ('replace', 28, 31, 26, 29), ('replace', 33, 34, 31, 32), ('replace', 37, 38, 35, 36), ('replace', 41, 43, 39, 41), ('delete', 46, 48, 44, 44), ('replace', 49, 50, 45, 48)]","[(('le', 'neutral'), 1), (('tz', 'german-dominant'), 1), (('zt', 'german-dominant'), 1), (('ag', 'neutral'), 1), (('er', 'neutral'), 2), (('ge', 'german-dominant'), 1), (('ru', 'german-dominant'), 1), (('uh', 'german-dominant'), 1), (('ht', 'neutral'), 1), (('nd', 'neutral'), 1), (('ar', 'neutral'), 1), (('uf', 'german-dominant'), 1), (('fr', 'neutral'), 1), (('ri', 'neutral'), 1), (('de', 'german-dominant'), 1), (('en', 'german-dominant'), 1)]"
- Houptmerkmale d . Marketwoisthaft,- Hauptmerkmale d. Marktwirtschaft,"[('replace', 3, 4, 3, 4), ('delete', 17, 18, 17, 17), ('delete', 24, 25, 23, 23), ('delete', 27, 28, 25, 25), ('insert', 29, 29, 26, 28), ('replace', 30, 31, 29, 30)]","[(('au', 'german-dominant'), 1), (('tw', 'neutral'), 1), (('wi', 'neutral'), 1), (('rt', 'neutral'), 1), (('ts', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('ha', 'neutral'), 1)]"
Mr.o,Nr. 6,"[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 5)]",[]
TT I Tad GHde rmel a Behen it edigen itteren wnl shen Eheannen D,"(z.B gleiche Anzahl an Personen mit niedrigem, mittleren und hohen Einkommen)","[('replace', 0, 2, 0, 4), ('replace', 3, 12, 5, 11), ('replace', 14, 17, 13, 18), ('insert', 20, 20, 21, 22), ('replace', 21, 22, 23, 24), ('replace', 23, 24, 25, 29), ('insert', 27, 27, 32, 33), ('insert', 30, 30, 36, 38), ('insert', 32, 32, 40, 41), ('replace', 35, 36, 44, 46), ('insert', 37, 37, 47, 48), ('insert', 40, 40, 51, 52), ('replace', 45, 46, 57, 58), ('replace', 47, 48, 59, 60), ('replace', 49, 50, 61, 63), ('replace', 55, 58, 68, 69), ('replace', 59, 60, 70, 74), ('replace', 62, 64, 76, 77)]","[(('gl', 'neutral'), 1), (('le', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 2), (('nz', 'german-dominant'), 1), (('za', 'german-dominant'), 1), (('ah', 'german-dominant'), 1), (('an', 'neutral'), 1), (('so', 'neutral'), 1), (('en', 'german-dominant'), 2), (('ni', 'neutral'), 1), (('dr', 'neutral'), 1), (('mi', 'neutral'), 1), (('it', 'neutral'), 1), (('tt', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1), (('ho', 'english-dominant'), 1), (('oh', 'neutral'), 1)]"
HElnedessea il,Fluoreszenz:,"[('replace', 0, 2, 0, 1), ('replace', 3, 6, 2, 5), ('replace', 8, 9, 7, 8), ('replace', 10, 14, 9, 12)]","[(('lu', 'neutral'), 1), (('uo', 'neutral'), 1), (('or', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1), (('ze', 'german-dominant'), 1), (('en', 'german-dominant'), 1), (('nz', 'german-dominant'), 1)]"
L an die . Weisung der Gesellschafter gebundien,an die Weisung der Gesellschafter gebunden,"[('delete', 0, 2, 0, 0), ('delete', 8, 10, 6, 6), ('delete', 44, 45, 40, 40)]","[(('an', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('is', 'neutral'), 1)]"
i s Hode nadbet de bader ibbea t,kommen und hat den Laden der Shen,"[('replace', 0, 1, 0, 6), ('replace', 2, 3, 7, 10), ('replace', 4, 10, 11, 12), ('delete', 11, 14, 13, 13), ('insert', 18, 18, 17, 18), ('replace', 19, 20, 19, 20), ('insert', 21, 21, 21, 25), ('replace', 25, 28, 29, 31), ('replace', 29, 32, 32, 33)]","[(('ko', 'german-dominant'), 1), (('om', 'neutral'), 1), (('mm', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 2), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1), (('ha', 'neutral'), 1), (('at', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('de', 'german-dominant'), 1), (('er', 'neutral'), 1), (('he', 'neutral'), 1)]"
- est ardilfet des Fragais hann bestint werder of de kever shalh beue inebrorte at in,"- erst zur Laufzeit des Programms kann bestimmt werden, ob der Zeiger pGrafik bzw. eineGrafik auf ein","[('insert', 3, 3, 3, 4), ('insert', 6, 6, 7, 12), ('replace', 7, 9, 13, 17), ('delete', 10, 13, 18, 18), ('replace', 19, 20, 24, 28), ('replace', 22, 25, 30, 32), ('replace', 27, 28, 34, 35), ('replace', 37, 38, 44, 46), ('replace', 45, 46, 53, 55), ('replace', 48, 49, 57, 58), ('insert', 52, 52, 61, 62), ('replace', 53, 54, 63, 64), ('replace', 55, 56, 65, 67), ('replace', 59, 61, 70, 73), ('replace', 62, 64, 74, 77), ('insert', 66, 66, 79, 83), ('delete', 67, 70, 84, 84), ('replace', 73, 74, 87, 88), ('replace', 75, 79, 89, 93), ('replace', 81, 82, 95, 97), ('insert', 83, 83, 98, 99)]","[(('er', 'neutral'), 3), (('zu', 'german-dominant'), 1), (('ur', 'neutral'), 1), (('au', 'german-dominant'), 1), (('es', 'neutral'), 1), (('og', 'neutral'), 1), (('gr', 'neutral'), 1), (('nn', 'german-dominant'), 1), (('mm', 'neutral'), 1), (('mt', 'neutral'), 1), (('we', 'neutral'), 1), (('de', 'german-dominant'), 2), (('en', 'german-dominant'), 1), (('ig', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('ra', 'neutral'), 1), (('af', 'neutral'), 1), (('fi', 'neutral'), 1), (('ik', 'neutral'), 1), (('bz', 'german-dominant'), 1)]"
Eamibe Welfriedn tTTDT elfrenttTTT,Erkenntnisinteresse: Weltfrieden Weltfrieden,"[('replace', 1, 3, 1, 8), ('replace', 4, 5, 9, 13), ('insert', 6, 6, 14, 20), ('insert', 10, 10, 24, 25), ('insert', 15, 15, 30, 31), ('replace', 17, 23, 33, 34), ('insert', 25, 25, 36, 37), ('insert', 27, 27, 39, 42), ('delete', 29, 34, 44, 44)]","[(('rk', 'german-dominant'), 1), (('ke', 'neutral'), 1), (('en', 'german-dominant'), 2), (('nn', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('si', 'neutral'), 1), (('re', 'neutral'), 1), (('ss', 'neutral'), 1), (('se', 'neutral'), 1), (('el', 'neutral'), 1), (('tf', 'neutral'), 1), (('ri', 'neutral'), 1), (('ed', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
Sllender fatseles utle ''l,Menschen festgelegt wurde.,"[('replace', 0, 3, 0, 1), ('replace', 5, 6, 3, 6), ('replace', 7, 8, 7, 8), ('replace', 10, 11, 10, 12), ('replace', 12, 13, 13, 14), ('replace', 16, 17, 17, 19), ('insert', 18, 18, 20, 21), ('replace', 19, 21, 22, 24), ('replace', 22, 26, 25, 26)]","[(('en', 'german-dominant'), 2), (('ns', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('he', 'neutral'), 1), (('fe', 'neutral'), 1), (('es', 'neutral'), 1), (('st', 'neutral'), 1), (('tg', 'neutral'), 1), (('le', 'neutral'), 1), (('eg', 'neutral'), 1), (('gt', 'neutral'), 1), (('wu', 'german-dominant'), 1), (('ur', 'neutral'), 1), (('rd', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
