prediction,ground_truth,diff_ops,error_ngrams
Dota Mining,Data Mining,"[('replace', 1, 2, 1, 2)]","[(('ata', 'english-dominant'), 1)]"
"Clangritarboitslose brauchen intensiveste , indivduelle Betranng and zielgerichtot .","- Langzeitarbeitslose brauchen intensivierte, individuelle Betreuung und zielgerichtete","[('replace', 0, 2, 0, 3), ('replace', 5, 6, 6, 8), ('replace', 11, 12, 13, 14), ('insert', 37, 37, 39, 40), ('replace', 38, 39, 41, 42), ('delete', 41, 42, 44, 44), ('insert', 49, 49, 51, 52), ('replace', 60, 62, 63, 66), ('replace', 65, 66, 69, 70), ('replace', 80, 81, 84, 85), ('replace', 82, 84, 86, 87)]","[(('ang', 'neutral'), 1), (('ngz', 'german-dominant'), 1), (('gze', 'german-dominant'), 1), (('tar', 'neutral'), 1), (('arb', 'german-dominant'), 1), (('rbe', 'german-dominant'), 1), (('nsi', 'neutral'), 1), (('siv', 'neutral'), 2), (('ivi', 'neutral'), 1), (('vie', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('rte', 'german-dominant'), 1), (('ndi', 'neutral'), 1), (('div', 'neutral'), 1), (('etr', 'neutral'), 1), (('tre', 'neutral'), 1), (('euu', 'neutral'), 1), (('uun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('eri', 'neutral'), 1), (('ric', 'neutral'), 1), (('ich', 'german-dominant'), 2), (('cht', 'german-dominant'), 1), (('hte', 'german-dominant'), 1), (('tet', 'german-dominant'), 1)]"
 the enters igte diblucials bidmn t,die andere ist die Solidarische bei denen,"[('insert', 0, 0, 0, 3), ('insert', 1, 1, 4, 13), ('insert', 2, 2, 14, 29), ('insert', 5, 5, 32, 37), ('delete', 7, 8, 39, 39), ('delete', 9, 32, 40, 40), ('delete', 33, 35, 41, 41)]","[(('die', 'german-dominant'), 3), (('and', 'neutral'), 1), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('ere', 'neutral'), 2), (('ist', 'neutral'), 1), (('oli', 'neutral'), 1), (('lid', 'neutral'), 1), (('ida', 'neutral'), 1), (('dar', 'neutral'), 1), (('ari', 'neutral'), 1), (('ris', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('bei', 'german-dominant'), 1)]"
 Hyprperisioa des latiniatea enpborme t,Gegenposition der Nativisten : angeborene,"[('replace', 0, 3, 0, 5), ('replace', 4, 9, 6, 7), ('insert', 11, 11, 9, 11), ('replace', 12, 13, 12, 13), ('replace', 16, 17, 16, 17), ('replace', 18, 19, 18, 19), ('replace', 22, 23, 22, 23), ('replace', 24, 25, 24, 25), ('insert', 27, 27, 27, 31), ('replace', 28, 29, 32, 34), ('delete', 30, 32, 35, 35), ('delete', 35, 36, 38, 38), ('replace', 37, 39, 39, 41)]","[(('ege', 'german-dominant'), 1), (('gen', 'german-dominant'), 2), (('enp', 'german-dominant'), 1), (('npo', 'neutral'), 1), (('pos', 'neutral'), 1), (('osi', 'neutral'), 1), (('sit', 'neutral'), 1), (('iti', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 2), (('der', 'german-dominant'), 1), (('tiv', 'neutral'), 1), (('ivi', 'neutral'), 1), (('vis', 'neutral'), 2), (('ist', 'neutral'), 1), (('ste', 'neutral'), 1), (('ten', 'german-dominant'), 1), (('ang', 'neutral'), 1), (('geb', 'german-dominant'), 1), (('ebo', 'neutral'), 1), (('bor', 'neutral'), 2), (('ore', 'english-dominant'), 1), (('ren', 'german-dominant'), 1), (('ene', 'neutral'), 1)]"
Irissunsebfliche Ruseiaedesetiony prartirchedadren t,wissenschaftliche Auseinandersetzung politischer Individuen,"[('replace', 0, 2, 0, 1), ('replace', 5, 6, 4, 5), ('replace', 8, 10, 7, 10), ('insert', 11, 11, 11, 12), ('replace', 17, 18, 18, 19), ('insert', 22, 22, 23, 24), ('replace', 23, 24, 25, 26), ('insert', 26, 26, 28, 29), ('replace', 29, 31, 32, 34), ('replace', 32, 33, 35, 36), ('replace', 35, 38, 38, 41), ('replace', 40, 41, 43, 44), ('insert', 44, 44, 47, 51), ('replace', 45, 46, 52, 55), ('replace', 47, 48, 56, 57), ('delete', 50, 52, 59, 59)]","[(('wis', 'german-dominant'), 1), (('iss', 'neutral'), 1), (('sen', 'german-dominant'), 1), (('ens', 'german-dominant'), 1), (('nsc', 'german-dominant'), 1), (('sch', 'german-dominant'), 3), (('cha', 'neutral'), 1), (('haf', 'german-dominant'), 1), (('aft', 'german-dominant'), 2), (('ftl', 'german-dominant'), 1), (('sei', 'german-dominant'), 1), (('ein', 'german-dominant'), 2), (('ina', 'neutral'), 1), (('and', 'neutral'), 1), (('nde', 'german-dominant'), 1), (('ers', 'neutral'), 1), (('rse', 'neutral'), 1), (('set', 'neutral'), 1), (('etz', 'german-dominant'), 2), (('tzu', 'german-dominant'), 1), (('zun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('pol', 'neutral'), 1), (('oli', 'neutral'), 1), (('lit', 'neutral'), 1), (('iti', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('her', 'neutral'), 2), (('ndi', 'neutral'), 1), (('div', 'neutral'), 1)]"
LWESdGeeT EDTMETnT,- Semaphor gibt an wie viele Threds arbeiten,"[('replace', 0, 3, 0, 2), ('insert', 4, 4, 3, 33), ('replace', 5, 6, 34, 39), ('insert', 7, 7, 40, 42), ('delete', 8, 16, 43, 43), ('delete', 17, 18, 44, 44)]","[(('ema', 'neutral'), 2), (('map', 'neutral'), 1), (('aph', 'neutral'), 2), (('pho', 'neutral'), 2), (('hor', 'neutral'), 1), (('gib', 'german-dominant'), 1), (('ibt', 'german-dominant'), 1)]"
Testtroden,Testmethoden,"[('insert', 4, 4, 4, 6), ('replace', 5, 6, 7, 8)]","[(('stm', 'neutral'), 1), (('tme', 'neutral'), 2), (('met', 'neutral'), 1), (('eth', 'english-dominant'), 1)]"
En Dut ersment .,Ein Duft erinnert.,"[('insert', 1, 1, 1, 2), ('insert', 5, 5, 6, 7), ('replace', 9, 11, 11, 14), ('replace', 12, 13, 15, 16), ('delete', 14, 15, 17, 17)]","[(('eri', 'neutral'), 1), (('rin', 'neutral'), 2), (('inn', 'neutral'), 1), (('nne', 'neutral'), 2), (('ner', 'german-dominant'), 1), (('ert', 'neutral'), 1)]"
"- nicht frealich vertartett , lampler and anspidable . Vertarthlngen","- nicht friedlich verhandelt, komplex und anspruchsvolle Verhandlungen","[('insert', 10, 10, 10, 11), ('replace', 11, 12, 12, 13), ('insert', 20, 20, 21, 27), ('delete', 21, 28, 28, 28), ('replace', 30, 32, 30, 32), ('replace', 36, 37, 36, 37), ('replace', 38, 39, 38, 39), ('replace', 46, 50, 46, 54), ('delete', 52, 54, 56, 56), ('replace', 58, 59, 60, 61), ('replace', 60, 63, 62, 64), ('insert', 64, 64, 65, 66)]","[(('fri', 'neutral'), 1), (('rie', 'neutral'), 2), (('ied', 'neutral'), 1), (('edl', 'neutral'), 1), (('ver', 'neutral'), 1), (('erh', 'neutral'), 4), (('rha', 'neutral'), 2), (('han', 'neutral'), 2), (('and', 'neutral'), 2), (('nde', 'german-dominant'), 1), (('del', 'neutral'), 1), (('elt', 'german-dominant'), 1), (('kom', 'german-dominant'), 1), (('omp', 'neutral'), 1), (('lex', 'neutral'), 1), (('und', 'german-dominant'), 1), (('spr', 'german-dominant'), 1), (('pru', 'neutral'), 1), (('ruc', 'neutral'), 1), (('uch', 'neutral'), 1), (('chs', 'german-dominant'), 1), (('hsv', 'neutral'), 1), (('svo', 'german-dominant'), 1), (('vol', 'german-dominant'), 1), (('oll', 'neutral'), 1), (('lle', 'german-dominant'), 1), (('ndl', 'neutral'), 2), (('dlu', 'german-dominant'), 1)]"
In Sytbetishen Evelatienatheecie,1. Synthetische Evolitionstheorie,"[('replace', 0, 2, 0, 2), ('insert', 5, 5, 5, 6), ('replace', 6, 7, 7, 8), ('insert', 11, 11, 12, 13), ('delete', 13, 14, 15, 15), ('replace', 17, 18, 18, 19), ('replace', 19, 20, 20, 21), ('replace', 22, 23, 23, 24), ('replace', 24, 25, 25, 26), ('replace', 28, 30, 29, 31)]","[(('ynt', 'neutral'), 2), (('nth', 'english-dominant'), 1), (('the', 'english-dominant'), 2), (('tis', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('che', 'german-dominant'), 1), (('vol', 'german-dominant'), 2), (('oli', 'neutral'), 1), (('lit', 'neutral'), 1), (('iti', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 2), (('ons', 'neutral'), 1), (('nst', 'neutral'), 1), (('heo', 'neutral'), 1), (('eor', 'neutral'), 1), (('ori', 'neutral'), 1)]"
"- in der ' 'ML beginen Alributnamen , generell mit einem Kleinbaudstaben",in der UML beginnen Attributnamen generell mit einem Kleinbuchstaben,"[('delete', 0, 2, 0, 0), ('replace', 9, 12, 7, 8), ('insert', 20, 20, 16, 17), ('replace', 24, 25, 21, 23), ('delete', 35, 37, 33, 33), ('delete', 63, 64, 59, 59), ('replace', 65, 66, 60, 62)]","[(('beg', 'neutral'), 1), (('tri', 'neutral'), 1), (('rib', 'neutral'), 1), (('ibu', 'german-dominant'), 1), (('gen', 'german-dominant'), 1), (('ene', 'neutral'), 1), (('ner', 'german-dominant'), 1), (('hst', 'german-dominant'), 1), (('sta', 'neutral'), 1), (('tab', 'neutral'), 2), (('abe', 'german-dominant'), 1), (('ben', 'german-dominant'), 1)]"
 Mub Messuny is Rumeishes Redt sebraf,durch Messung ins numerische Relativ gebracht,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 5), ('replace', 11, 12, 12, 13), ('insert', 14, 14, 15, 16), ('replace', 16, 17, 18, 19), ('insert', 20, 20, 22, 23), ('insert', 22, 22, 25, 26), ('delete', 24, 25, 28, 28), ('replace', 28, 29, 31, 33), ('insert', 30, 30, 34, 36), ('replace', 31, 32, 37, 38), ('replace', 36, 37, 42, 45)]","[(('dur', 'german-dominant'), 1), (('urc', 'german-dominant'), 2), (('rch', 'german-dominant'), 1), (('sun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ins', 'neutral'), 1), (('num', 'neutral'), 1), (('ume', 'neutral'), 1), (('mer', 'neutral'), 1), (('eri', 'neutral'), 1), (('ris', 'neutral'), 1), (('isc', 'german-dominant'), 1), (('sch', 'german-dominant'), 1), (('ela', 'neutral'), 1), (('lat', 'neutral'), 1)]"
 Ahrarjiahing su dgidissmshiont,- Umerziehung zum Sozialismus hin,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 9), ('replace', 3, 7, 10, 21), ('insert', 9, 9, 23, 30), ('delete', 12, 31, 33, 33)]","[(('mer', 'neutral'), 1), (('erz', 'german-dominant'), 1), (('rzi', 'german-dominant'), 1), (('zie', 'german-dominant'), 1), (('ieh', 'german-dominant'), 1), (('ehu', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('zum', 'german-dominant'), 1), (('ozi', 'german-dominant'), 1), (('zia', 'german-dominant'), 1), (('ial', 'neutral'), 1), (('ali', 'neutral'), 1), (('lis', 'neutral'), 1), (('ism', 'neutral'), 1), (('smu', 'neutral'), 1), (('mus', 'neutral'), 1), (('hin', 'neutral'), 1)]"
 teigenen bandmisht malewollelacilt t,eigenen Land nicht mehr wohl. Da sieht,"[('delete', 0, 2, 0, 0), ('replace', 10, 11, 8, 9), ('replace', 14, 15, 12, 14), ('replace', 16, 17, 15, 16), ('delete', 21, 23, 20, 20), ('insert', 24, 24, 21, 24), ('insert', 26, 26, 26, 27), ('replace', 27, 28, 28, 35), ('replace', 29, 34, 36, 37), ('delete', 35, 37, 38, 38)]","[(('eig', 'german-dominant'), 1), (('ige', 'german-dominant'), 1), (('and', 'neutral'), 1), (('nic', 'german-dominant'), 1), (('ich', 'german-dominant'), 2), (('cht', 'german-dominant'), 1), (('meh', 'german-dominant'), 1), (('ehr', 'german-dominant'), 1), (('woh', 'german-dominant'), 1), (('ohl', 'german-dominant'), 2), (('sie', 'german-dominant'), 2), (('ieh', 'german-dominant'), 1), (('eht', 'german-dominant'), 1)]"
- i.d.R. ans mchweren Personen bestchend,- i.d.R. aus mehreren Personen bestehend,"[('replace', 10, 11, 10, 11), ('replace', 14, 15, 14, 15), ('replace', 16, 17, 16, 17), ('replace', 35, 36, 35, 36)]","[(('aus', 'german-dominant'), 1), (('meh', 'german-dominant'), 1), (('ehr', 'german-dominant'), 2), (('hre', 'german-dominant'), 1), (('rer', 'german-dominant'), 1), (('ste', 'neutral'), 1), (('teh', 'german-dominant'), 1), (('ehe', 'neutral'), 1)]"
-hohe Lebenserwartuing,- hohe Lebenserwartung,"[('insert', 1, 1, 1, 2), ('delete', 19, 20, 20, 20)]","[(('rtu', 'german-dominant'), 1), (('tun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
Mrozess der demoaratischen Altecung :,Prozess der demografischen Alterung:,"[('replace', 0, 1, 0, 1), ('replace', 16, 17, 16, 17), ('replace', 19, 20, 19, 20), ('replace', 31, 32, 31, 32), ('delete', 35, 36, 35, 35)]","[(('mog', 'neutral'), 1), (('ogr', 'neutral'), 1), (('gra', 'neutral'), 1), (('raf', 'neutral'), 1), (('afi', 'english-dominant'), 1), (('fis', 'neutral'), 1), (('ter', 'neutral'), 1), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1)]"
- Darstetling des Eisammenwirkens mit anderen Rodulklen,- Darstellung des Zusammenwirkens mit anderen Produkten,"[('delete', 8, 9, 8, 8), ('replace', 10, 11, 9, 11), ('replace', 18, 20, 18, 20), ('replace', 46, 47, 46, 48), ('delete', 50, 51, 51, 51), ('replace', 52, 53, 52, 53)]","[(('tel', 'neutral'), 1), (('ell', 'neutral'), 1), (('llu', 'german-dominant'), 2), (('lun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('usa', 'neutral'), 1), (('odu', 'neutral'), 1), (('duk', 'german-dominant'), 1), (('ukt', 'german-dominant'), 2), (('kte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1)]"
zo weriger Konflitten saischen Arm and Reich tomnt -,zu weniger Konflikten zwischen Arm und Reich kommt.,"[('replace', 1, 2, 1, 2), ('replace', 5, 6, 5, 6), ('replace', 17, 18, 17, 18), ('replace', 22, 24, 22, 24), ('replace', 35, 36, 35, 36), ('replace', 45, 46, 45, 46), ('replace', 48, 49, 48, 49), ('replace', 50, 52, 50, 51)]","[(('wen', 'german-dominant'), 1), (('eni', 'german-dominant'), 1), (('nig', 'neutral'), 1), (('lik', 'neutral'), 1), (('ikt', 'german-dominant'), 1), (('kte', 'german-dominant'), 1), (('zwi', 'german-dominant'), 1), (('wis', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('kom', 'german-dominant'), 1), (('omm', 'neutral'), 1), (('mmt', 'german-dominant'), 1)]"
tndabadedectedluysdneslie Muttef,in das Ende der Handlung einordnen. Die Mutter,"[('replace', 0, 1, 0, 8), ('replace', 3, 6, 10, 12), ('replace', 8, 13, 14, 19), ('replace', 16, 18, 22, 30), ('replace', 21, 23, 33, 37), ('replace', 31, 32, 45, 46)]","[(('das', 'german-dominant'), 1), (('nde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('and', 'neutral'), 1), (('dlu', 'german-dominant'), 1), (('lun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('rdn', 'german-dominant'), 1), (('dne', 'neutral'), 1), (('nen', 'german-dominant'), 1)]"
" De thrge stelle odel plass des lard sellec entateden ham , wie as","- Die Aussage stellt dar, dass das Land selber entscheiden kann, wie es","[('insert', 0, 0, 0, 1), ('insert', 2, 2, 3, 4), ('replace', 4, 7, 6, 11), ('replace', 15, 16, 19, 20), ('delete', 17, 18, 21, 21), ('replace', 19, 21, 22, 25), ('replace', 22, 24, 26, 27), ('replace', 29, 30, 32, 33), ('replace', 32, 33, 35, 36), ('replace', 34, 35, 37, 38), ('replace', 40, 41, 43, 44), ('replace', 42, 43, 45, 46), ('replace', 47, 49, 50, 53), ('insert', 50, 50, 54, 55), ('replace', 54, 55, 59, 60), ('replace', 56, 58, 61, 63), ('replace', 64, 65, 69, 70)]","[(('ste', 'neutral'), 1), (('tel', 'neutral'), 2), (('ell', 'neutral'), 1), (('llt', 'neutral'), 2), (('dar', 'neutral'), 1), (('ass', 'neutral'), 1), (('das', 'german-dominant'), 1), (('sel', 'neutral'), 2), (('elb', 'german-dominant'), 1), (('lbe', 'neutral'), 1), (('ent', 'neutral'), 1), (('nts', 'neutral'), 2), (('tsc', 'german-dominant'), 1), (('hei', 'neutral'), 1), (('eid', 'german-dominant'), 1), (('ide', 'neutral'), 2), (('den', 'german-dominant'), 1)]"
0. ) 1950 maven o5 can. 68 Mis . Bender versedsbfarht,"b.) 1970 waren es ca. 6,8 Mio. Besucher versechsfacht","[('replace', 0, 1, 0, 1), ('delete', 2, 3, 2, 2), ('replace', 7, 8, 6, 7), ('replace', 10, 11, 9, 10), ('replace', 12, 13, 11, 12), ('replace', 16, 18, 15, 17), ('delete', 21, 22, 20, 20), ('insert', 25, 25, 23, 24), ('replace', 29, 31, 28, 29), ('replace', 35, 37, 33, 37), ('replace', 45, 46, 45, 47), ('delete', 47, 48, 48, 48), ('replace', 50, 51, 50, 51)]","[(('war', 'neutral'), 1), (('are', 'english-dominant'), 2), (('ren', 'german-dominant'), 1), (('suc', 'neutral'), 1), (('uch', 'neutral'), 1), (('che', 'german-dominant'), 1), (('her', 'neutral'), 1), (('sec', 'neutral'), 1), (('ech', 'neutral'), 1), (('chs', 'german-dominant'), 2), (('hsf', 'neutral'), 1), (('sfa', 'neutral'), 1), (('fac', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1)]"
"- Jedes Olojelet wird largestect dirch """,- Jedes Objekt wird dargestellt durch,"[('replace', 9, 11, 9, 10), ('replace', 13, 15, 12, 13), ('replace', 22, 23, 20, 21), ('replace', 30, 31, 28, 30), ('replace', 34, 35, 33, 34), ('delete', 38, 40, 37, 37)]","[(('bje', 'neutral'), 1), (('jek', 'german-dominant'), 1), (('ekt', 'german-dominant'), 1), (('dar', 'neutral'), 1), (('arg', 'neutral'), 1), (('rge', 'neutral'), 1), (('llt', 'neutral'), 1), (('dur', 'german-dominant'), 1), (('urc', 'german-dominant'), 1), (('rch', 'german-dominant'), 1)]"
 Adiebyin gutelcuatbate t,dieser Weg ein guter bzw erstrebenswerter,"[('delete', 0, 2, 0, 0), ('replace', 5, 7, 3, 12), ('replace', 14, 18, 19, 28), ('insert', 19, 19, 29, 31), ('replace', 20, 21, 32, 38), ('replace', 23, 25, 40, 41)]","[(('die', 'german-dominant'), 1), (('ies', 'neutral'), 1), (('ser', 'neutral'), 1), (('gut', 'german-dominant'), 1), (('ute', 'neutral'), 1), (('ter', 'neutral'), 2), (('bzw', 'german-dominant'), 1)]"
a Hild der lipniblant int der Besrilt denal,"bild oder Signifikant ist der Begriff, dem","[('replace', 0, 3, 0, 1), ('insert', 7, 7, 5, 6), ('replace', 11, 12, 10, 11), ('replace', 13, 14, 12, 13), ('replace', 16, 18, 15, 18), ('replace', 23, 24, 23, 24), ('replace', 32, 33, 32, 33), ('replace', 35, 37, 35, 38), ('replace', 40, 43, 41, 42)]","[(('bil', 'german-dominant'), 1), (('ild', 'neutral'), 1), (('ode', 'neutral'), 1), (('der', 'german-dominant'), 1), (('ign', 'neutral'), 2), (('gni', 'neutral'), 1), (('nif', 'english-dominant'), 1), (('ifi', 'neutral'), 1), (('fik', 'german-dominant'), 1), (('ika', 'german-dominant'), 1), (('kan', 'german-dominant'), 1), (('ist', 'neutral'), 1), (('egr', 'neutral'), 1), (('gri', 'neutral'), 1), (('rif', 'neutral'), 1), (('iff', 'neutral'), 1), (('dem', 'german-dominant'), 1)]"
lineare Kassiflation,Lineare Klassifikation,"[('replace', 0, 1, 0, 1), ('insert', 9, 9, 9, 10), ('replace', 14, 15, 15, 17)]","[(('sif', 'english-dominant'), 1), (('ifi', 'neutral'), 1), (('fik', 'german-dominant'), 1)]"
-hampt ua ein weibliches . Tior mit activer Wall des Waibchens,- Kampf um ein weibliches Tier mit aktiver Wahl des Weibchens,"[('replace', 1, 2, 1, 3), ('replace', 5, 6, 6, 7), ('replace', 8, 9, 9, 10), ('delete', 25, 27, 26, 26), ('replace', 29, 30, 28, 29), ('replace', 37, 38, 36, 37), ('replace', 46, 47, 45, 46), ('replace', 54, 55, 53, 54)]","[(('amp', 'neutral'), 1), (('mpf', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('akt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tiv', 'neutral'), 1), (('ahl', 'german-dominant'), 1), (('eib', 'german-dominant'), 1), (('ibc', 'neutral'), 1)]"
I HHANatSskengt LHLLHLDDDDDTTTD,- Nationsbildung,"[('replace', 0, 1, 0, 1), ('delete', 2, 5, 2, 2), ('replace', 8, 9, 5, 8), ('replace', 10, 12, 9, 14), ('delete', 14, 31, 16, 16)]","[(('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('ons', 'neutral'), 1), (('nsb', 'neutral'), 1), (('sbi', 'german-dominant'), 2), (('bil', 'german-dominant'), 1), (('ild', 'neutral'), 1), (('ldu', 'german-dominant'), 1), (('dun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
 tew Sextschiqil nh,Den Text schicke ich nach,"[('insert', 0, 0, 0, 3), ('replace', 1, 6, 4, 5), ('insert', 9, 9, 8, 9), ('replace', 13, 14, 13, 17), ('replace', 15, 16, 18, 20), ('insert', 18, 18, 22, 24)]","[(('ext', 'neutral'), 1), (('hic', 'english-dominant'), 1), (('ick', 'neutral'), 1), (('cke', 'neutral'), 2), (('ich', 'german-dominant'), 1)]"
Prabbika bieten Eimblidke in die Prasois .,Praktika bieten Einblicke in die Praxis.,"[('replace', 3, 5, 3, 5), ('replace', 18, 19, 18, 19), ('replace', 22, 23, 22, 23), ('replace', 36, 38, 36, 37), ('delete', 40, 41, 39, 39)]","[(('rak', 'german-dominant'), 1), (('akt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1), (('tik', 'german-dominant'), 1), (('inb', 'neutral'), 1), (('nbl', 'german-dominant'), 1), (('lic', 'german-dominant'), 1), (('ick', 'neutral'), 1), (('cke', 'neutral'), 1), (('rax', 'neutral'), 1), (('axi', 'german-dominant'), 1), (('xis', 'neutral'), 1)]"
En Traum awoht,Ein Traum erwacht.,"[('insert', 1, 1, 1, 2), ('insert', 9, 9, 10, 13), ('replace', 10, 12, 14, 15), ('insert', 14, 14, 17, 18)]","[(('erw', 'neutral'), 1), (('rwa', 'neutral'), 1), (('wac', 'german-dominant'), 1), (('ach', 'german-dominant'), 1)]"
"Reise nach Frankfart , Regiering eisetten ..","- Reise nach Frankfurt, Regierung einsetzen","[('insert', 0, 0, 0, 2), ('replace', 17, 18, 19, 20), ('delete', 20, 21, 22, 22), ('replace', 29, 30, 30, 31), ('insert', 35, 35, 36, 37), ('replace', 38, 39, 40, 41), ('delete', 41, 44, 43, 43)]","[(('ank', 'neutral'), 1), (('nkf', 'neutral'), 1), (('kfu', 'neutral'), 1), (('fur', 'english-dominant'), 1), (('urt', 'neutral'), 1), (('ier', 'german-dominant'), 1), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('nse', 'neutral'), 1), (('set', 'neutral'), 1), (('etz', 'german-dominant'), 1), (('tze', 'german-dominant'), 1), (('zen', 'german-dominant'), 1)]"
